Research,X2,Type,Hashtag/site name,Web address,Place,Start Date,Affiliation,Bios,Date Checked,Number of members,X12,Interviewed,Still exists?,X15,X16,X17
Marcia,NA,Facebook Pages,Black Lives Matter Denmark,@BlackLivesMatterDenmark,Denmark,"September 25, 2016",unclear,"BLM Denmark is a platform from which to actively address and protest minority racism against people of color by the police and justice system. 
The active focus will mainly be for Denmark and Northern Europe while also updating with relevant news an international level. 

BLM Denmark will mainly address L67 law resulting in the Guantamamo - Concentration Camp type jailings of non-criminal innocent asylum seekers and immigrants rotting in jails for months on end. There has been no attention paid and no organised protest so the authorities have become negligent with minoritys right to freedom. 
These jailings are getting longer and longer resulting in suicide attempts and hunger strikes. We appreciate them not gassing the inmates to death and not forcing them in labour but that is where the difference stops. 
Normal right and privileges granted to the Danish criminal prison population are denied jailed asylum seekers, transit refugees and immigrants. 

Besides that issues regarding the kriminelle justice system will be addressed on this platform. 
This is right from the Ryan Lochte and ""Asyl spray"" type #TheBlackGuyDidItSyndrome to ever growing unfair huge gap between the length of sentences criminal justice system doles out to people of color and White people. This combined with not being able to afford good legal representation affects the statistics reinforcing the myth and prejuidice that men of color are dangerous and more criminal.

The assumption of guilt begins with the Police on street level where there is an ever growing tendency for a racially mixed groups of friends from the age of adolescence up to be approached by Police and only the minorities have to show their iD. 
- There is a greater ratio of arrests
- There is a longer and higher rate of convictions needs to be researched on a scientific level and debated.
- White convicted seem to receive more ""fodlænker"" sentences

If you are a minority Dane and would like to assist in the engine room, you are more than welcome to send a message. I took the initiative but I humbly admit one person cannot carry this project alone. I need the communities support in a combined and common effort. 

Black Lives Matter Denmark is intersectional and addresses Black and Brown race minority issues.

Thank you for joining this page.","April 18th, 2017","1,478 Likes",NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Pages,Black Lives Matter Detroit,@DetroitBLM,"Detroit, MI",2014,"official chapter, but not official page","Black Lives Matter Detroit is the Metro Detroit chapter of Black Lives Matter. This is the only official legitimate BLM Detroit page authorized by BLM
categories
","April 18th, 2017","3,998 Likes",NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Groups,Black Lives Matter Doesnt Matter [All Of Our Lives Matter],groups/176972879331213/?ref=br_rs,unclear,unclear,unclear,N/A,"April 14, 2017",46 Members,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Groups,Black lives matter fuck 12,groups/964627926948076/?ref=br_rs,unclear,unclear,unclear,N/A,"April 14, 2017",39 Members,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Pages,Black Lives Matter Grand Junction,@BlackLivesMatterGJ,"Grand Junction, CO",unclear,unclear,"Black Lives Matter Grand Junction's mission is to hear and protect black voices, empower people of color, and educate the community on racial hardships through empathy, a sharing of stories, and an expression of love. 

We primarily work with the western slope and our activities include all members of the community. We're here to hear and protect black voices, empower people of color, and educate on racial hardships through empathy, a sharing of stories, and love.
","April 18th, 2017",855 Likes,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Groups,Black Lives Matter Greensboro,groups/760100747400377/?ref=br_rs,"Greensboro, NC",unclear,unclear,A way to connect to and stay informed about the movement work being done in our city.,"April 11, 2017","1,423 Members",NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Groups,Black lives matter hope for haiti.,groups/1860929557466342/?ref=br_rs,Haiti?,unclear,unclear,N/A,"April 11, 2017",39 Members,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Pages,Black Lives Matter IE,@blacklivesmatterIE,"Inland Empire, ?",unclear,unclear,This page will be dedicated to the organizers and the people who want to participate in the Black Lives Matter movement in the Inland Empire.,"April 18th, 2017","1,696 Likes",NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Groups,Black Lives Matter in Bloomington-Normal Book Club,groups/996185733787727/?ref=br_rs,"Bloomington-Normal, IL",unclear,unclear,"Reading about black experience and white privilege in fiction and non-fiction, classic and contemporary, one book at a time, every two months or so. Come when you can and feel free to bring a friend! 

In 2016 we read Ta-Nehisi Coates Between the World and Me (2015), The New Jim Crow: Mass Incarceration in the Age of Colorblindness (2010) by Michelle Alexander, The Warmth of Other Suns: The Epic Story of America's Great Migration (2010) by Isabel Wilkerson, and Why Are All the Black Kids Sitting Together in the Cafeteria: And Other Conversations About Race (1997) by Dr. Beverly Tatum.","April 9, 2017",209 Members,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Groups,Black Lives Matter in Ouachita County,groups/862659097211773/permalink/876642269146789/,Ouachita County,unclear,unclear,N/A,"April 14, 2017",98 Members,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Groups,BLACK LIVES MATTER KENYA,groups/820134784764281/?ref=br_rs,Kenya,unclear,unclear,N/A,"April 11, 2017",24 Members,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Pages,Black Lives Matter Knoxvill,@BLMKNOX,Knoxville,July 2015,chapter of the #Blacklivesmatter movement,"#BlackLivesMatter is an online forum intended to build connections between Black people and our allies to fight anti-Black racism, to spark dialogue amongst Black people, and to facilitate the types of connections necessary to encourage social action and engagement.

We value dialogue and relationship building between and among Black people. We ask that others sharing information on this page be diligent about respecting one another's viewpoints, ensuring that we are not ""preaching at"" our brothers and sisters and those in between. In short, we ask that you use this page as a resource for collaboration and information about issues impacting Black people throughout the diaspora--and to use other venues to sell products, preach the gospel, etc. Posts that do not reflect these values and intended uses will be deleted.

We ask that you use this page in ways that create, spark innovation, solidarity, and foster the practice of Black Love.","April 18th, 2017","2,466 Likes",NA,NA,NA,NA,blacklivesmatterknoxville@gmail.com,NA
Marcia,NA,Facebook Groups,BLACK LIVES MATTER LAKE COUNTY ILLINOIS,groups/806032189503037/?ref=br_rs,"Lake County, IL",unclear,unclear- Application online,"With racial disparities affecting our city, schools, and homes it's important for us to engage in dialogue and address the problem head-on. We believe the Lake County chapter of Black Lives Matter has found a way to engage everyone in the dialogue necessary to bring about real change.","April 11, 2017","1,296 Members",NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Pages,Black Lives Matter Lansing,@blmlansing,"Lansing, MI",unclear,unclear,Black Lives Matter Lansing works to dismantle structures that end or limit Black life.,"April 18th, 2017","2,639 Likes
",NA,NA,NA,NA,oneloveglobal@gmail.com,NA
Karen,NA,Twitter,Black Lives Matter Lansing,@BLMLansing,"Lansing, MI",Sep 2015,unclear,#BLMLansing #Election20XX follow us on Facebook as well https://www.facebook.com/blmlansing/,4/24/2017,"441 Followers
254 Likes",NA,NA,NA,"@BLMHOU, @BLMLouisville, @BLMTampafl, @BLMUpstateNY, @BLMDetroit, @Blmmemphis, @BLMSacramento, @BLMChi, @DMVBlackLives, @BLMNYC",NA,NA
Karen,NA,Twitter,BLack Lives Matter LBC,@BLMLBC,"Long Beach, CA",December 2014,chapter of the #Blacklivesmatter movement,"@BlkLivesMatter chapter organized by Taylor T., Kenyon D., Michael B., Diwaine S., Dawn M, & Audrena R. Herstory: http://thefeministwire.com/2014/10/blacklivesmatter …",4/24/2017,"887 Followers
120 Likes",NA,NA,NA,"@BLMTampafl, @BLMUpstateNY, @BLMAtlanta, @BLMTampa, @BLMLansing, @BLM_216, @BLMBAYAREA, @blmirish, @BLM_Nashville, @BLMChi, @DMVBlackLives, @BLMPDX, @BLM_IE, @BLMLA, @BLMNYC, @BLM5280,  @OsopePatrisse ‏",NA,NA
Marcia,NA,Facebook Pages,Black Lives Matter Little Rock,@BLMLittleRock,"Little Rock, AL",unclear,chapter of the #Blacklivesmatter movement,N/A,"April 18th, 2017","1,447 Likes",NA,NA,NA,NA,NA,NA
Karen,NA,Instagram Profile,Black Lives Matter Los Angeles,@blmlosangeles,"Los Angeles, CA",unclear,unclear (private account),NA,NA,NA,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Pages,Black Lives Matter Louisville,@blacklivesmatterlouisville,"Louisville, MO",unclear,unclear,N/A,"April 18th, 2017","2,464 Likes",NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Pages,Black LIves Matter Manchester,@blmmanchester,"Manchester, NH",unclear,unclear,"Black Lives Matter Manchester, NH. we support equality for African American citizens. We discourage discrimination and the prejudice of our judicial system","April 18th, 2017",275 Likes,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Pages,Black Lives Matter Merseyside,@BLMmerseyside,"Merseyside, England?",unclear,unclear,N/A,"April 18th, 2017",6 Members,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Groups,Black Lives Matter Milwaukee,groups/BlackLivesMatterMilwaukee/,"Milwaukee, WI",unclear,chapter of the #Blacklivesmatter movement,Discussion group for Black Lives Matter Milwaukee,"April 11, 2017",490 Members,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Pages,Black Lives Matter Milwaukee,@BLMMKE,"Milwaukee, WI",unclear,chapter of the #Blacklivesmatter movement,N/A,"April 18th, 2017",488 Members,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Pages,Black Lives Matter Minneapolis,@blacklivesmatterminneapolis,"Minneapolis, MN",unclear,Chapter of the #Blacklivesmatter movement,N/A,"April 18th, 2017","56,653 Likes",NA,NA,NA,NA,blacklivesmattermpls@gmail.com,NA
Marcia,NA,Facebook Groups,BLACK LIVES MATTER MIXTAPE,groups/Blacklivesmattermixtape/?ref=br_rs,unclear,unclear,unclear,"This is a group for the soul purpose of coordination and collaboration for the 

#BLACKLIVESMATTERMIXTAPE

#BLACKLIVESMATTER

#ONYXORGANIZINGCOMMITTEE

#BLACKBRUNCH

#BLACKOUTCOLLECTIVE

COLLABARATION","April 14, 2017",NA,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Groups,BLACK LIVES MATTER MOVEMENT,groups/857416851001040/?ref=br_rs,unclear,unclear,unclear,N/A,"April 14, 2017",42 Members,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Pages,Black Lives Matter Movement,@blacklivesmattermovementUK,United Kingdom,2016,"nonprofit organization, not connected",Fighting against police racism in the UK and showing solidarity with the struggle of black people in the US in the face of oppressive racist policing.,4/16/2017,"834 Likes
841 Followers",NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Pages,Black Lives Matter Nashville,@BlackLivesMatterNashville,"Nashville, TN",unclear,chapter of the #Blacklivesmatter movement,#BlackLivesMatter is working for a world where Black lives are no longer systematically and intentionally targeted for demise. Please email us!! :),"April 18th, 2017","8,330 Likes",NA,NA,NA,NA,blacklivesmatternashville@gmail.com,NA
Marcia,NA,Facebook Pages,Black Lives Matter National,/Black-Lives-Matter-National-194886230954539/about/,unclear,unclear,unclear,N/A,4/16/2017,"30,422 Likes
30,717 Followers",NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Groups,Black Lives Matter New Haven,groups/164261730653622/?ref=br_rs,"New Haven, NH",unclear,unclear,N/A,"April 14, 2017",60 Members,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Pages,Black Lives Matter NH,@BlackLivesMatterNH,NH,unclear,liked by official #Blacklivesmatter movement,Supporting the eradication of racist violence in NH and across the United States.,"April 23, 2017",332  Likes,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Pages,Black Lives Matter NU,@BlackLivesMatterNU,Northwestern University,unclear,not a chapter,N/A,"April 23, 2017","1,035 Likes",NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Pages,Black Lives Matter NWI - Gary,@BLMGary,"Gary, IN","unclear
","appears to be a chapter, but unclear","Purpose—Black Lives Matter NWI/Gary in solidarity with national efforts against Police Brutality and Racism has a vested interest in ensuring all human rights are protected.

Mission—To witness and verify that local and state policies, practices and procedures are protecting human rights.","April 18th, 2017","1,486 Likes",NA,NA,NA,NA,gary2ferguson@gmail.com,219-885-9150
Karen,NA,Twitter,Black Lives Matter NYC,@BLMNYC,New York City,December 2014,chapter of the #Blacklivesmatter movement,"NYC Chapter | #BlackLivesMatter is a guiding principle in which we organize, an affirmation of how we love, and the way we chose to live. *RT≠endorsement.",4/24/2017,"11.9K Followers
11.2K Likes",NA,NA,NA,"@BLMChiYouth, @Long_Live_BLM, @BLMBelfast, @BLMCamb, @BLMHOU, @BLMLouisville, @BLivesMatter757, @BLMVegas, @BLMTampafl, @BLMUpstateNY, @DetroitBLM, @BLMAtlanta, @BLMSacramento, @BLMTampa, @BlackLivesUK, @BLMLansing, @BLM_216, @BLMBAYAREA, @TNBlackLives, @blmirish, @BLM_Nashville, @BLMPhilly, @mvmt4bl, @BLMChi, @BLMRU, @DMVBlackLives, @BLMPDX, @BLMLA, BLM_IE, @BLM_TO, @BLM5280, @JusticeColumbia, @iusc12, @OfficialBLMATL, @PrisonReformMvt, @OsopePatrisse ‏",NA,NA
Marcia,NA,Facebook Groups,Black Lives Matter Ocala,groups/1772848072931416/?ref=br_rs,"Ocala, CA",unclear,unclear,"We strive to make social change in these United States regarding police brutality and prejudice in policing, as well as other inequalities influenced by race.","April 14, 2017",489 Members,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Pages,Black Lives Matter of Greater Atlanta,@BlackLivesMatterGreaterAtlanta,"Atlanta, GA",unclear,not a chapter- not in agreement with LGBTQ agenda,Welcome to Black Lives Matter Greater Atlanta where we leave no one behind and we don't exclude anyone based on their beliefs.,"April 17, 2017","20,097 Like",NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Pages,Black Lives Matter of Greater New York,@blmgreaterny,New York City,unclear,Not a chapter- different founder,"Black Lives Matter of Greater New York aims to liberate our people at all costs. We want to have direct impact on polices that govern criminal justice, safety, education, jobs and other issues that are detrimental to the well being of black communities across the New York City region. Through grassroots action, we will serve as a resounding voice for the underserved and disenfranchised.","April 23, 2017","1,606 Likes",NA,NA,NA,NA,blmgreaterny@gmail.com,NA
Marcia,NA,Instagram Profile,"Black Lives Matter Official IG for Global Network
",blklivesmatter,unclear,unclear,main organization handle,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Pages,Black Lives Matter OKC,@blacklivesmatterokc,"Oaklahoma City, OK",unclear,"appears to be a chapter, but unclear",Black Lives Matter OKC is a local edition of the larger BLM movement. We purpose to highlight incongruities and promote equality & mutual respect.,"April 23, 2017","2,493  Likes",NA,NA,NA,NA,blacklivesmatterokc1@gmail.com,NA
Marcia,NA,Facebook Pages,Black Lives Matter Oklahoma City,Black Lives Matter Oklahoma City,"Oklahoma City, OK",unclear,"unclear
",N/A,"April 23, 2017",505  Likes,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Pages,Black Lives Matter Peoria,@BLMPeoriaIL,"Peoria, IL",unclear,unclear,"Black Lives Matter is an ideological and political intervention in a world where Black lives are systematically and intentionally targeted for demise. It is an affirmation of Black peoples’ contributions to this society, our humanity, and our resilience in the face of deadly oppression. A collective of politically engaged minds building towards the liberation of oppressed Black, Brown and Poor people #blacklivesmatter
","April 23, 2017",1301 Likes,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Groups,Black Lives Matter Philly,groups/644644475691620/?ref=br_rs,"Philedelphia, PA",unclear,unclear,N/A,"April 14, 2017",192 Members,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Pages,Black Lives Matter Philly,@blacklivesmatterphilly,"Philedelphia, PA",May 2015,chapter of the #Blacklivesmatter movement,N/A,"April 23, 2017","4,998 Likes",NA,NA,NA,NA,NA,NA
Marcia,NA,Twitter,Black Lives Matter Philly,@BLMPhilly,"Philedelphia, PA",May 2015,chapter of the #Blacklivesmatter movement,the official Black Lives Matter chapter in Philly,4/24/2017,"2847 Followers
910 Likes",NA,NA,NA,"@Long_Live_BLM, @BLMPeoriaIL, @BLMHOU, @BLMLouisville, @BLMTampafl, @BLMUpstateNY, @DetroitBLM, @BLMAtlanta, @BLMmemphis, @BLMSacramento, @BLMTampa, @BLMLansing, @BLM_216, @blmirish, @BLM_Nashville, @mvmt4bl, @BLMChi, @BLMRU, @DMVBlacklives, @BLMPDX, @BLM_IE, @BLMLA, @BLMNYC, @BLM_Boston, @BLM5280, @BLM_Atlanta, @PrisonReformMvt, @OfficialBLMATL",blacklivesmatterphilly@gmail.com,NA
Marcia,NA,Facebook Groups,Black Lives Matter Pittsburgh,groups/1139657042744564/?ref=br_rs,"Pittsburgh, PA",unclear,unclear,"BlackLivesMatter is an online forum intended to build connections between Black people and our allies to fight anti-Black racism, to spark dialogue among Black people, and to facilitate the types of connections necessary to encourage social action and engagement.","April 14, 2017","2,419 Members",NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Pages,Black Lives Matter Portland,@blacklivesmatterpdx,"Portland, OR",January 2015,chapter of the #Blacklivesmatter movement,We are a collective of Black folks organizing against capitalism and colonialism. Our people will know freedom in our lifetimes.,4/16/2017,"18,200 Likes
18,248 Followers",NA,NA,NA,NA,blacklivesmatterpdx@gmail.com,NA
Marcia,NA,Twitter,Black Lives Matter Portland,@BLMPDX,"Portland, OR",January 2015,chapter of the #Blacklivesmatter movement,We are Portland's chapter of #BlackLivesMatter. Black folks united in the struggle for Black Liberation.,4/24/2017,"1848 Followers
534 Likes",NA,NA,NA,"@Long_Live_BLM, @BLMPeoriaIL, @BLMHOU, @BLMVegas, @BLMTampafl, @BLMUpstateNY, @BLMAtlanta, @lc_blm, @BLMmemphis, @BLMGary, @BLMLansing, @BLM_216, @BLMBAYAREA, @blmpasadena, @BLM_Nashville, @BLMChi, @BLMRU, @DMVBlacklives, @BLM_IE, @BLMLA, @BLMNYC, @BLM5280, @MyBlackMatters, @PrisonReformMvt",blacklivesmatterpdx@gmail.com,NA
Marcia,NA,Facebook Groups,black lives matter protest,groups/1761904564050080/?ref=br_rs,unclear,unclear,unclear,Black live matter time to let people know stop the shootings blm!!!!!!,"April 14, 2017",20 Members,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Groups,Black Lives Matter Recital Choir,groups/1153913981308220/?ref=br_rs,unclear,unclear,unclear,"With our voices and our hearts we continue the noble work of Ella Baker and other Civil Rights leaders as we strive for a just and united world. From pain, anger, and sorrow -- through hope, faith, and love -- we continue to work for justice and unity.","April 14, 2017",35 Members,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Groups,Black Lives Matter Reno-Sparks,groups/292783291074189/?ref=br_rs,"Reno, NV",unclear,unofficial- open to public,"Black Lives Matter Reno–Sparks Group is not officially affiliated with the national Black Lives Matter Organization but share common goals. We are looking to establish a coalition with like-minded organizations in order to liberate the underrepresented communities in Northern Nevada with an emphasis on the Black population. We do not condone or promote violence of any kind. We are an inclusive, collaborative group that will host meetings and forums to discuss effective ways to tackle issues within our community. These issues include but are not limited to, restorative justice, improvement of community/police relations, increasing graduation rates, reducing Black-on-Black crime, and media bias when covering minority issues. We are a forum that gives the community a platform to voice their testimonies and expectations in solidarity to ultimately put an end to systemic and targeted racism. 

Black Lives Matter is an activist movement that campaigns against violence towards black people. The movement was co-founded in 2013 by three black community organizers: Alicia Garza, Patrisse Cullors, and Opal Tometi. BLM regularly organizes protests around the deaths of black people in killings by law enforcement officers, and broader issues of racial profiling, police brutality, and racial inequality in the United States criminal justice system. 
","April 14, 2017",909 Members,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Groups,BLACK LIVES MATTER S.A,groups/1722971544620509/?ref=br_rs,unclear,unclear,unclear,this group us for black people to unite against racism anywhere in the world,"April 14, 2017",43 Members,NA,NA,NA,NA,NA,NA
Karen,NA,Twitter,Black Lives Matter Sac,@BLMSacramento,"Sacramento, CA",Oct 2015,chapter of the #Blacklivesmatter movement,The official twitter page for the Sacramento Chapter of Black Lives Matter.,4/24/2017,"1377 Followers
611 Likes",NA,NA,NA,"@Long_Live_BLM, @BLMyeg, @BLMHOU, @BLMTampafl, @BLMUpstateNY, @DetroitBLM, @BLMmemphis, @BLMLansing, @BLM_216, @blmirish, @BLM_Nashville, @BLMPhilly, @BLMChi,  @DMVBlacklives, @BLM_IE, @BLMLA, @BLMNYC, @BLM5280, @PrisonReformMvt, @OfficialBLMATL",NA,NA
Marcia,NA,Facebook Pages,Black Lives Matter Sacramento AKA Incite Insight,@BlackLivesMatterSac,"Sacramento, CA","August 2, 2015",chapter of the #Blacklivesmatter movement,"Black Lives Matter Sacramento seeks to empower local communities that have often been on the receiving end of injustice, inequality, and disenfranchisement. We seek to, through a variety of outlets and resources, empower communities through education and action. Black Lives Matter is an ideological and political intervention in a world where Black lives are systematically and intentionally targeted for demise. When we say Black Lives Matter, we are broadening the conversation around state violence to include all of the ways in which Black people are intentionally left powerless at the hands of the state. The Black Lives Matter network, affirms the lives of Black queer and trans folks, disabled folks, Black-undocumented folks, folks with records, women and all Black lives along the gender spectrum. It centers those that have been marginalized within Black liberation movements. We are committed to boldly challenging state-sanctioned violence in this city and county every day, whether that comes in the form of rising rents and homelessness, low wages and poverty, mass incarceration or a police officer’s bullet. Our chapter stands against the displacement of people of color, the poor, and other oppressed folks in the city of Sacramento by politicians and business owners who prioritize profit over the basic rights, health and dignity of residents. We will continue to fight for Black folks – whether they be African, Caribbean, African American, Afro-Latinx, Afro-Asian, etc. – who are enduring state-sanctioned violence in the form of the denial of basic human rights, police brutality, and discriminatory policies that unfairly target communities of color. Lastly, we seek to push for unity in communities that are also seeking equality, for we understand that People Power is one of the most powerful tools of all to combat injustice.",4/16/2017,"12,661 Likes
12,743 Followers",NA,NA,NA,NA,sacramento@blacklivesmatter.com,916-581-0061
Marcia,NA,Facebook Pages,Black Lives Matter San Francisco,@sfviolatesblacklives,"San Francisco, CA",unclear,unclear,"This page is about racist and discriminatory treatment African Americans(black people) are being subjected to in San Francisco, California on a daily basis.",4/16/2017,"124 Likes
127 Followers",NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Pages,Black Lives Matter Savannah,@BlackLivesSavannah,"Savannah, GA",2016,chapter of the #Blacklivesmatter movement,Black Lives Matter Savannah is to be the core group of members for the Savannah Black Lives Matters Savannah Chapter.,4/16/2017,"1,076 Likes
1,075 Followers",NA,NA,NA,NA,NA,912-268-1890
Marcia,NA,Facebook Pages,Black Lives Matter Seattle,@BLMSeattle,"Seattle, Washington",unclear,chapter of the #Blacklivesmatter movement,N/A,4/16/2017,"14,311 Likes
14,625 Followers",NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Groups,Black Lives Matter So Lets Stop Black On Black Killings,groups/195591997530113/?ref=br_rs,unclear,unclear,unclear,N/A,"April 14, 2017",86 Members,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Groups,black lives matter stop the violence speak your mind on it,groups/1395548107142436/?ref=br_rs,unclear,unclear,unclear,N/A,"April 14, 2017",40 Members,NA,NA,NA,NA,NA,NA
Karen,NA,Twitter,Black Lives Matter TO,@BLM_TO,"Toronto, Canada",Nov 2014,chapter of the #Blacklivesmatter movement,"Black Lives Matter TO is the Toronto chapter of #BlackLivesMatter , an organization dedicated to smashing anti-Black racism & state-produced violence",4/24/2017,"18K Followers
302 Likes",NA,NA,NA,"@Long_Live_BLM, @blmyeg, @BLMHOU, @blm_paterson, @BLMLouisville, @BLivesMatter757, @BLM_Van, @BLMTampafl, @BLMUpstateNY, @DetroitBLM, @SoDak4BLM, @BLMAtlanta, @BLMmemphis, @BLM_CU, @BLMLansing, @BLM_216, @BLMBAYAREA, @blmirish, @BLM_Nashville, @BLMChi, @BLMRU, @DMVBlacklives, @BLMPDX, @BLMLA, @BLMNYC, @BLM_Boston, @BLM_Atlanta,  @OsopePatrisse, @PrisonReformMvt, @OfficialBLMATL, @ShaunKing",blacklivesmatterto@gmail.com,NA
Marcia,NA,Facebook Groups,BLACK LIVES MATTER TO BLACK LIVES!!!,groups/1786664838280077/?ref=br_rs,unclear,unclear,unclear,"Black lives matter is not just a slogan, it is a statement that represents a stance. 
Our government clearly isn't listening to our voices because we aren't speaking their language. 
MONEY!!!!!!
Our dollar, yes, the black $ is very important to the economy whether we realize it or not. 
If we could ever unite as a people and withhold our dollar from every community except for our own we will finally have a voice that is heard loud and clear.

This group has been created to provide a platform for conversation and unification so that we, together can invoke change in our own community that will reach Capital Hill. 
","April 14, 2017",592 Members,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Groups,Black Lives Matter to Warren Wilson Students & Alumni,groups/887972237928648/?ref=br_rs,unclear,unclear,unclear,N/A,"April 14, 2017",28 Members,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Groups,Black Lives Matter Toledo,groups/1518888911697618/?ref=br_rs,"Toledo, OH",unclear,using same logo as #BLM movement,"Black Lives Matter is a national organization working for the validity of Black life. We are working to re-build the Black liberation movement.
This is not a moment but yet a movement. All knowledge, ideas, events and thoughts pertaining to black life here in Toledo will be shared. Let's support each other as we fight for equality.","April 14, 2017","1,161 Members",NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Groups,Black Lives Matter Too,groups/151634308576760/?ref=br_rs,unclear,unclear,unclear,N/A,"April 14, 2017",63 Members,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Pages,Black Lives Matter Toronto,@blacklivesmatterTO,"Toronto, Canada",unclear,Chapter of the #Blacklivesmatter movement,"Black Lives Matter TO is a coalition of Black Torontonians resisting anti-Black racism, state-sponsored violence, police brutality... We are a coalition of Black community members, students, artists, organizers, activists, and everything in between. We work in solidarity with black communities seeking justice from state-sanctioned violence, including but not limited to: police violence, state policies, community issues, etc. Black Lives Matter is a movement created in 2012 by Alicia Garza, Patrisse Cullors and Opal Tometi. They describe it as a movement and not a moment. ""Rooted in the experiences of Black people in this country who actively resist our de-humanization, #BlackLivesMatter is a call to action and a response to the virulent anti-Black racism that permeates our society."" We adopt this language because to us, the need to acknowledge black lives is global. State-sanctioned violence against black lives is a global phenomenon. Anti-blackness is a global phenomenon. Pervasive anti-black racism is a global phenomenon. 
",4/16/2017,"33,332 Likes
33,354 Followers",NA,NA,NA,NA,blacklivesmatterTO@gmail.com,NA
Marcia,NA,Facebook Pages,Black LIves Matter Toronto,@BLMTORONTO,"Toronto, Canada",unclear,chapter of the #Blacklivesmatter movement,Black Lives Matter is a chapter-based national organization working for the validity of Black life. We are working to build the Black liberation movement.,4/16/2017,"198 Likes
200 Followers",NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Pages,Black Lives Matter Tucson,@ALLblacklives,"Tuscon, AZ",January 2016,chapter of the #Blacklivesmatter movement,"Guiding Principles: It is an affirmation of Black folks’ contributions to this society, our humanity, and our resilience in the face of deadly oppression. Black Lives Matter is a chapter-based national organization working for the validity of Black life. We are working to (re)build the Black liberation movement. This is Not a Moment, but a Movement. #BlackLivesMatter was created in 2012 after Trayvon Martin’s murderer, George Zimmerman, was acquitted for his crime, and dead 17-year old Trayvon was post-humously placed on trial for his own murder. Rooted in the experiences of Black people in this country who actively resist our de-humanization, #BlackLivesMatter is a call to action and a response to the virulent anti-Black racism that permeates our society.Black Lives Matter is a unique contribution that goes beyond extrajudicial killings of Black people by police and vigilantes. It goes beyond the narrow nationalism that can be prevalent within Black communities, which merely call on Black people to love Black, live Black and buy Black, keeping straight cis Black men in the front of the movement while our sisters, queer and trans and disabled folk take up roles in the background or not at all. Black Lives Matter affirms the lives of Black queer and trans folks, disabled folks, black-undocumented folks, folks with records, women and all Black lives along the gender spectrum. It centers those that have been marginalized within Black liberation movements. It is a tactic to (re)build the Black liberation movement.
",4/16/2017,"1,528 Likes
1,538 Followers",NA,NA,NA,NA,blm520.az@gmail.com,520-222-9543
Marcia,NA,Facebook Groups,Black Lives Matter Twin Cities,groups/833527240075003/?ref=br_rs,"Twin Cities, CA",unclear,unclear,Black lives matter fuck the police and the kkk!!,"April 14, 2017",76 Members,NA,NA,NA,NA,NA,NA
